Order ID,Order Date,Ship Date,Ship Mode,Segment,City,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1436,2022-10-08,2022-10-13,Same Day,Home Office,Seattle,West,Office Supplies,Envelopes,4957.49,7,0.2,512.88
ORD-1437,2023-02-08,2023-02-15,Same Day,Corporate,Detroit,North,Office Supplies,Binders,2760.19,8,0.2,-115.92
ORD-1438,2021-02-03,2021-02-08,Second Class,Corporate,Philadelphia,East,Office Supplies,Paper,692.73,4,0.2,-102.54
ORD-1439,2021-07-13,2021-07-14,Second Class,Consumer,Boston,East,Office Supplies,Storage,2312.64,6,0.1,-19.61
ORD-1440,2022-03-22,2022-03-28,Same Day,Home Office,Milwaukee,North,Technology,Phones,404.46,3,0.2,35.54
ORD-1441,2023-02-21,2023-02-22,Same Day,Consumer,New York,East,Office Supplies,Storage,3905.01,7,0.2,-178.15
ORD-1442,2021-04-21,2021-04-24,First Class,Home Office,Denver,West,Office Supplies,Paper,2631.43,3,0.2,31.52
ORD-1443,2023-07-02,2023-07-09,First Class,Corporate,Denver,West,Furniture,Chairs,2983.76,7,0.4,-963.68
ORD-1444,2023-09-02,2023-09-07,Same Day,Home Office,Los Angeles,West,Furniture,Bookcases,3731.67,2,0.4,-859.19
ORD-1445,2023-09-12,2023-09-17,Second Class,Consumer,Dallas,South,Office Supplies,Binders,1006.58,4,0.3,-54.68
ORD-1446,2021-07-03,2021-07-04,First Class,Corporate,Philadelphia,East,Technology,Copiers,3365.3,4,0.3,-472.55
ORD-1447,2023-06-25,2023-06-30,Second Class,Home Office,Philadelphia,East,Technology,Computers,746.18,4,0.0,244.2
ORD-1448,2021-04-22,2021-04-24,Standard Class,Corporate,Chicago,North,Furniture,Chairs,4745.73,5,0.1,999.57
ORD-1449,2021-02-16,2021-02-19,First Class,Home Office,Newark,East,Technology,Copiers,1060.87,9,0.4,-303.87
ORD-1450,2023-02-11,2023-02-16,Standard Class,Corporate,Houston,South,Office Supplies,Binders,4532.08,3,0.4,-1527.11
ORD-1451,2023-08-11,2023-08-17,First Class,Consumer,Los Angeles,West,Office Supplies,Storage,4726.98,5,0.0,787.48
ORD-1452,2023-02-19,2023-02-24,Standard Class,Consumer,Boston,East,Technology,Copiers,4883.53,8,0.0,1568.4
ORD-1453,2021-03-23,2021-03-25,Second Class,Consumer,Los Angeles,West,Office Supplies,Envelopes,4612.91,7,0.2,-230.32
ORD-1454,2022-09-12,2022-09-14,First Class,Corporate,Minneapolis,North,Office Supplies,Storage,4980.05,1,0.4,-1330.85
ORD-1455,2021-11-07,2021-11-10,Second Class,Corporate,Boston,East,Office Supplies,Storage,4487.93,7,0.1,-106.19
ORD-1456,2022-10-02,2022-10-07,Second Class,Consumer,Denver,West,Office Supplies,Binders,1659.84,3,0.4,-515.33
ORD-1457,2021-10-25,2021-10-31,Standard Class,Consumer,Milwaukee,North,Office Supplies,Binders,4666.49,9,0.1,211.15
ORD-1458,2023-04-28,2023-05-02,Standard Class,Consumer,Minneapolis,North,Furniture,Chairs,1530.67,4,0.2,-159.82
ORD-1459,2022-04-21,2022-04-23,Second Class,Home Office,San Francisco,West,Furniture,Bookcases,3443.14,8,0.2,-434.38
ORD-1460,2023-03-05,2023-03-09,Same Day,Consumer,Dallas,South,Office Supplies,Storage,2379.76,1,0.1,18.99
ORD-1461,2022-02-23,2022-02-24,First Class,Corporate,Detroit,North,Technology,Computers,901.85,8,0.3,9.14
ORD-1462,2023-02-19,2023-02-25,Standard Class,Home Office,Los Angeles,West,Technology,Copiers,1578.23,10,0.4,-107.73
ORD-1463,2022-05-19,2022-05-24,Standard Class,Consumer,New York,East,Technology,Copiers,2698.59,9,0.0,586.43
ORD-1464,2022-08-09,2022-08-13,Second Class,Corporate,Minneapolis,North,Technology,Copiers,849.1,1,0.2,28.82
ORD-1465,2021-10-05,2021-10-09,Second Class,Corporate,Dallas,South,Furniture,Chairs,2079.53,8,0.3,-504.34
ORD-1466,2021-09-11,2021-09-12,Same Day,Home Office,Boston,East,Technology,Accessories,588.54,2,0.3,-35.18
ORD-1467,2021-12-16,2021-12-19,Second Class,Home Office,Los Angeles,West,Technology,Copiers,2836.15,3,0.1,-3.87
ORD-1468,2023-07-03,2023-07-06,Standard Class,Home Office,Philadelphia,East,Technology,Accessories,3139.74,4,0.0,1003.34
ORD-1469,2023-10-19,2023-10-24,Second Class,Home Office,Milwaukee,North,Furniture,Furnishings,4041.12,4,0.4,-344.26
ORD-1470,2021-06-12,2021-06-17,Second Class,Consumer,Atlanta,South,Technology,Copiers,3008.51,5,0.1,645.78
ORD-1471,2021-03-17,2021-03-19,First Class,Consumer,Seattle,West,Furniture,Chairs,4272.07,5,0.4,-421.21
ORD-1472,2021-11-27,2021-12-03,Second Class,Corporate,Boston,East,Furniture,Furnishings,1436.22,9,0.4,-256.1
ORD-1473,2022-10-24,2022-10-27,Standard Class,Corporate,Minneapolis,North,Furniture,Chairs,4489.7,9,0.0,1246.04
ORD-1474,2022-11-06,2022-11-11,Standard Class,Consumer,Miami,South,Furniture,Chairs,2080.51,10,0.1,330.28
ORD-1475,2022-10-11,2022-10-14,Same Day,Home Office,Newark,East,Technology,Accessories,2636.45,3,0.4,-642.88
ORD-1476,2022-08-18,2022-08-20,Second Class,Home Office,Dallas,South,Technology,Computers,27.87,2,0.0,5.28
ORD-1477,2022-12-18,2022-12-23,First Class,Corporate,Miami,South,Technology,Phones,4034.1,4,0.1,-188.03
ORD-1478,2021-01-13,2021-01-14,Standard Class,Consumer,Philadelphia,East,Technology,Accessories,3435.46,10,0.2,-107.14
ORD-1479,2023-08-30,2023-09-06,First Class,Corporate,Denver,West,Technology,Accessories,197.08,8,0.1,18.61
ORD-1480,2022-10-09,2022-10-14,First Class,Consumer,Miami,South,Office Supplies,Paper,2688.71,6,0.1,331.3
ORD-1481,2023-02-08,2023-02-14,Second Class,Home Office,Seattle,West,Technology,Phones,2680.68,7,0.1,325.15
ORD-1482,2022-07-11,2022-07-15,Second Class,Home Office,New York,East,Technology,Accessories,452.25,5,0.1,27.8
ORD-1483,2021-03-18,2021-03-25,Same Day,Home Office,Minneapolis,North,Furniture,Chairs,1026.45,1,0.0,187.98
ORD-1484,2023-12-09,2023-12-12,Second Class,Consumer,Denver,West,Furniture,Bookcases,3882.16,2,0.1,702.07
ORD-1485,2021-01-09,2021-01-12,Same Day,Consumer,New York,East,Technology,Copiers,4663.04,6,0.4,-412.39
ORD-1486,2022-10-02,2022-10-08,First Class,Home Office,New York,East,Office Supplies,Storage,4462.84,5,0.2,-400.91
ORD-1487,2021-11-02,2021-11-04,Standard Class,Consumer,Minneapolis,North,Technology,Phones,1382.71,9,0.0,466.65
ORD-1488,2021-10-17,2021-10-23,First Class,Home Office,Minneapolis,North,Office Supplies,Storage,4023.93,2,0.4,-1112.83
ORD-1489,2021-09-24,2021-09-25,Standard Class,Corporate,Chicago,North,Office Supplies,Envelopes,2364.26,1,0.0,193.34
ORD-1490,2022-10-02,2022-10-05,Second Class,Consumer,Miami,South,Furniture,Furnishings,4090.86,8,0.4,-1335.41
ORD-1491,2023-08-12,2023-08-16,First Class,Corporate,Miami,South,Furniture,Furnishings,1173.84,10,0.1,-8.08
ORD-1492,2023-07-18,2023-07-22,Same Day,Consumer,Miami,South,Furniture,Bookcases,170.72,8,0.3,-36.9
ORD-1493,2023-04-11,2023-04-18,First Class,Home Office,Chicago,North,Technology,Computers,3577.08,2,0.0,528.55
ORD-1494,2022-05-15,2022-05-20,Second Class,Home Office,Dallas,South,Technology,Copiers,811.92,6,0.3,-109.49
ORD-1495,2021-12-21,2021-12-27,Same Day,Corporate,Dallas,South,Technology,Accessories,3354.63,2,0.4,-332.03
ORD-1496,2023-04-12,2023-04-13,First Class,Corporate,Philadelphia,East,Technology,Computers,2999.33,7,0.4,-355.71
ORD-1497,2021-01-01,2021-01-08,Same Day,Home Office,Boston,East,Furniture,Tables,750.69,5,0.1,64.48
ORD-1498,2022-09-06,2022-09-11,First Class,Consumer,Miami,South,Furniture,Tables,3975.85,7,0.2,499.17
ORD-1499,2022-08-26,2022-08-27,First Class,Consumer,Boston,East,Office Supplies,Envelopes,1858.73,1,0.4,-110.84
ORD-1500,2023-03-19,2023-03-25,Second Class,Home Office,Milwaukee,North,Furniture,Tables,1604.27,7,0.3,-205.65
ORD-1501,2023-02-27,2023-03-06,Second Class,Consumer,San Francisco,West,Technology,Computers,4623.92,3,0.3,-941.98
ORD-1502,2023-09-24,2023-09-30,Same Day,Home Office,Boston,East,Office Supplies,Paper,2194.94,7,0.1,-54.0
ORD-1503,2023-11-10,2023-11-14,Second Class,Corporate,Atlanta,South,Office Supplies,Binders,2769.21,4,0.3,-372.7
ORD-1504,2023-10-25,2023-10-28,Standard Class,Home Office,Boston,East,Office Supplies,Envelopes,2065.97,1,0.4,-365.87
ORD-1505,2023-09-14,2023-09-20,Same Day,Home Office,Houston,South,Office Supplies,Storage,418.71,5,0.4,-23.0
ORD-1506,2023-08-26,2023-09-01,First Class,Home Office,Boston,East,Office Supplies,Paper,3713.6,9,0.0,947.79
ORD-1507,2023-07-19,2023-07-24,First Class,Corporate,Newark,East,Technology,Phones,4532.15,7,0.4,-588.53
ORD-1508,2022-06-18,2022-06-19,First Class,Home Office,Minneapolis,North,Furniture,Chairs,3153.91,1,0.4,-943.89
ORD-1509,2021-09-17,2021-09-22,First Class,Corporate,New York,East,Technology,Copiers,402.77,10,0.2,-29.96
ORD-1510,2021-11-06,2021-11-12,Same Day,Consumer,Detroit,North,Furniture,Chairs,2244.33,4,0.1,63.68
ORD-1511,2021-11-12,2021-11-19,Same Day,Home Office,Boston,East,Technology,Phones,2489.82,4,0.3,-47.03
ORD-1512,2022-06-26,2022-07-03,Same Day,Corporate,Los Angeles,West,Furniture,Bookcases,4101.26,7,0.0,411.27
ORD-1513,2023-03-10,2023-03-14,First Class,Corporate,Atlanta,South,Office Supplies,Binders,1327.87,1,0.4,-118.07
ORD-1514,2021-07-19,2021-07-24,First Class,Corporate,Houston,South,Office Supplies,Storage,3194.37,5,0.3,-213.56
ORD-1515,2023-08-03,2023-08-10,Second Class,Home Office,Milwaukee,North,Furniture,Bookcases,3382.95,10,0.1,576.1
ORD-1516,2021-01-22,2021-01-28,Standard Class,Home Office,Minneapolis,North,Office Supplies,Binders,62.21,2,0.0,3.33
ORD-1517,2022-05-31,2022-06-02,Second Class,Home Office,Miami,South,Technology,Computers,189.53,10,0.4,-61.11
ORD-1518,2021-09-24,2021-09-28,Standard Class,Home Office,New York,East,Office Supplies,Paper,3288.85,3,0.4,-358.62
ORD-1519,2021-06-05,2021-06-11,First Class,Consumer,Denver,West,Technology,Accessories,2278.15,6,0.2,184.09
ORD-1520,2023-03-07,2023-03-10,Second Class,Corporate,Newark,East,Technology,Phones,4979.87,5,0.2,680.66
ORD-1521,2022-01-01,2022-01-07,Second Class,Home Office,Newark,East,Technology,Computers,2470.45,7,0.1,277.16
ORD-1522,2021-03-13,2021-03-14,Same Day,Consumer,New York,East,Technology,Accessories,370.65,1,0.2,30.83
ORD-1523,2021-11-07,2021-11-13,Same Day,Corporate,Philadelphia,East,Furniture,Furnishings,1662.56,9,0.3,-129.03
ORD-1524,2021-01-07,2021-01-11,First Class,Corporate,Dallas,South,Technology,Phones,4771.69,9,0.3,-1019.42
ORD-1525,2023-01-19,2023-01-24,First Class,Home Office,Chicago,North,Technology,Phones,4269.64,8,0.2,-537.39
ORD-1526,2022-01-27,2022-01-30,Same Day,Consumer,Denver,West,Furniture,Chairs,3485.49,6,0.0,833.68
ORD-1527,2021-03-15,2021-03-17,Standard Class,Home Office,Dallas,South,Office Supplies,Binders,146.32,7,0.4,-40.74
ORD-1528,2021-03-17,2021-03-20,Same Day,Home Office,Chicago,North,Technology,Copiers,299.15,4,0.0,51.35
ORD-1529,2021-03-17,2021-03-23,Standard Class,Consumer,Los Angeles,West,Office Supplies,Binders,725.12,10,0.0,138.76
ORD-1530,2022-09-22,2022-09-29,Standard Class,Consumer,Los Angeles,West,Furniture,Tables,3972.61,10,0.3,-264.7
ORD-1531,2022-02-20,2022-02-24,Second Class,Corporate,New York,East,Technology,Computers,1699.97,10,0.3,-259.64
ORD-1532,2021-05-10,2021-05-11,Second Class,Corporate,Seattle,West,Furniture,Tables,1383.99,6,0.3,-276.22
ORD-1533,2021-07-24,2021-07-31,Standard Class,Corporate,San Francisco,West,Office Supplies,Paper,4239.89,3,0.4,-1005.54
ORD-1534,2021-07-02,2021-07-08,Second Class,Consumer,Boston,East,Furniture,Chairs,3265.74,8,0.2,-82.08
ORD-1535,2023-04-24,2023-04-26,Second Class,Home Office,Denver,West,Office Supplies,Storage,4691.69,10,0.4,-668.56
ORD-1536,2022-12-14,2022-12-18,Standard Class,Home Office,Miami,South,Office Supplies,Paper,42.76,9,0.1,0.32
ORD-1537,2022-03-03,2022-03-06,Same Day,Consumer,Milwaukee,North,Office Supplies,Binders,284.28,8,0.0,82.15
ORD-1538,2023-01-16,2023-01-19,Standard Class,Consumer,Los Angeles,West,Office Supplies,Paper,1063.76,8,0.2,-52.88
ORD-1539,2021-03-01,2021-03-05,First Class,Corporate,Boston,East,Office Supplies,Binders,2584.22,8,0.0,823.14
ORD-1540,2021-08-14,2021-08-17,Same Day,Consumer,San Francisco,West,Office Supplies,Storage,1154.35,4,0.1,197.77
ORD-1541,2023-06-12,2023-06-14,First Class,Consumer,New York,East,Technology,Copiers,1096.5,7,0.4,-234.11
ORD-1542,2022-07-07,2022-07-09,First Class,Consumer,Miami,South,Office Supplies,Binders,1692.74,1,0.0,436.16
ORD-1543,2021-12-17,2021-12-24,Second Class,Home Office,Newark,East,Technology,Copiers,1731.01,10,0.2,53.82
ORD-1544,2022-03-20,2022-03-25,Second Class,Consumer,Denver,West,Furniture,Furnishings,2377.98,7,0.3,-395.34
ORD-1545,2021-01-11,2021-01-15,Standard Class,Corporate,Detroit,North,Technology,Computers,4901.32,9,0.0,1702.63
ORD-1546,2023-10-12,2023-10-14,Second Class,Consumer,Atlanta,South,Technology,Phones,433.8,7,0.0,111.9
ORD-1547,2021-02-02,2021-02-06,Standard Class,Corporate,Chicago,North,Technology,Computers,3351.8,10,0.1,539.61
ORD-1548,2023-01-29,2023-02-04,Same Day,Home Office,Dallas,South,Furniture,Furnishings,2332.19,2,0.0,718.58
ORD-1549,2023-05-23,2023-05-30,Standard Class,Home Office,Minneapolis,North,Office Supplies,Paper,1363.55,4,0.4,-255.35
ORD-1550,2021-04-16,2021-04-17,First Class,Consumer,Minneapolis,North,Office Supplies,Paper,1927.12,6,0.3,-123.84
ORD-1551,2022-11-17,2022-11-19,Second Class,Home Office,Boston,East,Office Supplies,Binders,2707.38,10,0.3,-77.93
ORD-1552,2023-10-29,2023-11-04,Same Day,Corporate,Seattle,West,Technology,Accessories,2126.19,6,0.0,146.73
ORD-1553,2023-01-24,2023-01-31,Standard Class,Consumer,Newark,East,Technology,Accessories,3373.07,8,0.0,359.25
ORD-1554,2021-08-12,2021-08-14,Standard Class,Corporate,Houston,South,Furniture,Bookcases,1394.19,4,0.1,137.88
ORD-1555,2022-12-12,2022-12-16,Standard Class,Consumer,Atlanta,South,Office Supplies,Binders,2230.42,2,0.0,306.58
ORD-1556,2023-09-23,2023-09-28,Same Day,Corporate,Minneapolis,North,Technology,Accessories,3335.96,8,0.4,-325.01
ORD-1557,2022-04-10,2022-04-14,Second Class,Corporate,Seattle,West,Technology,Computers,1872.07,1,0.2,151.5
ORD-1558,2022-08-08,2022-08-10,Standard Class,Corporate,Detroit,North,Technology,Computers,4866.57,2,0.1,-7.9
ORD-1559,2022-01-13,2022-01-15,Second Class,Corporate,Seattle,West,Technology,Accessories,2821.19,6,0.0,704.36
ORD-1560,2021-09-06,2021-09-07,First Class,Consumer,Miami,South,Office Supplies,Binders,2034.72,8,0.3,-39.56
ORD-1561,2023-08-29,2023-09-01,Same Day,Corporate,Philadelphia,East,Office Supplies,Storage,4848.64,10,0.4,-726.97
ORD-1562,2021-10-13,2021-10-19,Second Class,Corporate,New York,East,Office Supplies,Envelopes,2763.78,10,0.2,-394.01
ORD-1563,2022-02-04,2022-02-09,Same Day,Home Office,Chicago,North,Furniture,Bookcases,2641.64,2,0.2,-241.14
ORD-1564,2023-10-02,2023-10-05,Same Day,Consumer,Boston,East,Office Supplies,Envelopes,3023.8,6,0.4,-202.53
ORD-1565,2021-01-25,2021-01-28,Standard Class,Consumer,Miami,South,Technology,Copiers,1737.7,9,0.2,248.94
ORD-1566,2022-08-15,2022-08-17,Second Class,Home Office,Atlanta,South,Office Supplies,Envelopes,4032.25,7,0.3,-126.69
ORD-1567,2023-08-31,2023-09-07,Same Day,Consumer,Philadelphia,East,Furniture,Tables,2636.0,10,0.2,-343.12
ORD-1568,2021-12-25,2021-12-30,Second Class,Consumer,Newark,East,Technology,Accessories,2321.36,3,0.4,-286.52
ORD-1569,2022-09-11,2022-09-18,Second Class,Consumer,Houston,South,Technology,Copiers,2934.34,8,0.3,-241.25
ORD-1570,2023-08-26,2023-08-27,Second Class,Consumer,Philadelphia,East,Furniture,Bookcases,3275.99,8,0.2,-81.42
ORD-1571,2023-01-11,2023-01-16,Standard Class,Corporate,New York,East,Technology,Copiers,2412.82,8,0.3,25.34
ORD-1572,2021-10-27,2021-10-30,First Class,Corporate,New York,East,Technology,Computers,2316.0,1,0.1,132.51
ORD-1573,2022-08-17,2022-08-20,Standard Class,Home Office,Houston,South,Office Supplies,Storage,2657.47,3,0.0,542.55
ORD-1574,2022-09-09,2022-09-12,First Class,Consumer,Seattle,West,Office Supplies,Storage,3433.51,10,0.2,-416.31
ORD-1575,2023-09-21,2023-09-25,Second Class,Consumer,Philadelphia,East,Furniture,Bookcases,1714.76,3,0.1,-33.05
ORD-1576,2021-08-27,2021-09-03,First Class,Consumer,New York,East,Technology,Copiers,673.54,5,0.0,130.57
ORD-1577,2022-09-16,2022-09-17,Second Class,Corporate,Dallas,South,Office Supplies,Storage,3727.41,3,0.0,435.02
ORD-1578,2023-05-21,2023-05-27,Same Day,Consumer,Los Angeles,West,Furniture,Tables,3819.86,8,0.0,280.07
ORD-1579,2023-08-19,2023-08-20,Standard Class,Consumer,Los Angeles,West,Furniture,Chairs,4544.48,1,0.0,317.54
ORD-1580,2022-12-21,2022-12-22,First Class,Consumer,San Francisco,West,Office Supplies,Binders,472.08,6,0.2,63.56
ORD-1581,2021-01-29,2021-02-03,Standard Class,Home Office,Los Angeles,West,Office Supplies,Paper,1100.65,3,0.1,263.36
ORD-1582,2022-01-15,2022-01-19,Same Day,Corporate,Philadelphia,East,Furniture,Furnishings,3374.16,6,0.0,351.77
ORD-1583,2021-08-20,2021-08-27,Second Class,Corporate,Denver,West,Office Supplies,Binders,4923.37,9,0.0,934.31
ORD-1584,2021-06-18,2021-06-21,First Class,Home Office,Chicago,North,Office Supplies,Storage,2478.69,10,0.3,-408.78
ORD-1585,2023-05-27,2023-05-29,Second Class,Consumer,Miami,South,Furniture,Furnishings,4286.73,6,0.3,135.99
ORD-1586,2023-06-17,2023-06-22,Same Day,Home Office,Atlanta,South,Office Supplies,Paper,3299.57,7,0.0,282.99
ORD-1587,2023-01-15,2023-01-17,Standard Class,Consumer,New York,East,Office Supplies,Binders,1706.39,7,0.4,-165.16
ORD-1588,2022-07-14,2022-07-21,Same Day,Corporate,Miami,South,Office Supplies,Envelopes,3951.67,10,0.3,-565.76
ORD-1589,2021-09-08,2021-09-11,Standard Class,Consumer,Chicago,North,Furniture,Furnishings,2456.92,3,0.1,340.31
ORD-1590,2022-01-02,2022-01-06,Standard Class,Consumer,New York,East,Furniture,Furnishings,3030.83,10,0.2,-315.75
ORD-1591,2023-10-17,2023-10-21,Standard Class,Consumer,Miami,South,Technology,Computers,2533.88,9,0.4,-625.65
ORD-1592,2022-10-07,2022-10-14,First Class,Home Office,Atlanta,South,Furniture,Furnishings,1894.16,3,0.3,-453.09
ORD-1593,2022-10-02,2022-10-08,Same Day,Corporate,San Francisco,West,Technology,Copiers,1957.62,8,0.0,431.96
ORD-1594,2022-06-24,2022-06-28,First Class,Corporate,Denver,West,Office Supplies,Paper,2963.4,6,0.3,-192.38
ORD-1595,2023-01-21,2023-01-24,Same Day,Consumer,Boston,East,Furniture,Chairs,4051.58,6,0.4,-1385.36
ORD-1596,2022-12-21,2022-12-22,Standard Class,Home Office,Atlanta,South,Technology,Accessories,3312.98,5,0.1,67.54
ORD-1597,2021-12-14,2021-12-15,Same Day,Corporate,Philadelphia,East,Technology,Phones,2701.32,7,0.0,508.59
ORD-1598,2022-10-11,2022-10-15,Standard Class,Home Office,New York,East,Office Supplies,Envelopes,2860.36,8,0.2,62.25
ORD-1599,2021-12-08,2021-12-13,Second Class,Corporate,Seattle,West,Technology,Copiers,1511.61,2,0.3,-286.41
ORD-1600,2022-04-08,2022-04-13,Standard Class,Home Office,Milwaukee,North,Furniture,Bookcases,3719.58,10,0.0,986.85
ORD-1601,2023-05-25,2023-05-27,First Class,Corporate,Milwaukee,North,Technology,Phones,1749.64,5,0.0,429.47
ORD-1602,2022-05-30,2022-06-04,Second Class,Home Office,Milwaukee,North,Furniture,Furnishings,2586.54,1,0.4,-765.15
ORD-1603,2023-12-28,2024-01-04,Second Class,Corporate,Miami,South,Furniture,Furnishings,3079.82,1,0.3,93.6
ORD-1604,2022-09-07,2022-09-14,Second Class,Corporate,Dallas,South,Furniture,Tables,2188.24,2,0.2,236.45
ORD-1605,2022-04-29,2022-05-03,First Class,Corporate,Minneapolis,North,Technology,Computers,1207.65,4,0.1,9.15
ORD-1606,2021-03-17,2021-03-19,Second Class,Home Office,Atlanta,South,Office Supplies,Envelopes,813.61,5,0.1,-33.57
ORD-1607,2021-04-24,2021-05-01,Same Day,Corporate,New York,East,Office Supplies,Envelopes,4484.6,2,0.2,136.69
ORD-1608,2021-08-18,2021-08-23,First Class,Corporate,Boston,East,Technology,Computers,3677.71,10,0.0,759.77
ORD-1609,2022-11-06,2022-11-13,Same Day,Consumer,Philadelphia,East,Furniture,Chairs,2929.94,4,0.3,-24.16
ORD-1610,2022-07-17,2022-07-21,First Class,Home Office,San Francisco,West,Furniture,Tables,2053.71,9,0.4,-684.34
ORD-1611,2022-05-20,2022-05-23,First Class,Consumer,Newark,East,Technology,Copiers,4399.58,6,0.1,259.13
ORD-1612,2022-06-03,2022-06-08,Second Class,Corporate,Boston,East,Office Supplies,Paper,1935.76,2,0.2,234.12
ORD-1613,2022-09-09,2022-09-10,Same Day,Home Office,Miami,South,Furniture,Furnishings,4682.89,3,0.1,183.7
ORD-1614,2022-07-16,2022-07-23,First Class,Home Office,Chicago,North,Office Supplies,Envelopes,418.87,7,0.3,-45.52
ORD-1615,2023-11-03,2023-11-04,First Class,Corporate,Miami,South,Furniture,Tables,1772.24,9,0.4,-232.57
ORD-1616,2021-10-06,2021-10-07,Standard Class,Consumer,Newark,East,Furniture,Tables,2015.3,2,0.2,-112.62
ORD-1617,2022-10-17,2022-10-21,First Class,Corporate,Denver,West,Office Supplies,Binders,2402.26,10,0.1,67.75
ORD-1618,2022-01-08,2022-01-12,Second Class,Consumer,Seattle,West,Furniture,Furnishings,4384.42,1,0.4,-1239.27
ORD-1619,2021-04-12,2021-04-16,First Class,Consumer,Dallas,South,Furniture,Bookcases,3097.66,2,0.4,-842.42
ORD-1620,2023-10-10,2023-10-11,First Class,Home Office,Newark,East,Furniture,Furnishings,1137.93,5,0.1,8.15
ORD-1621,2022-02-28,2022-03-05,Same Day,Consumer,Atlanta,South,Technology,Computers,1093.52,4,0.2,74.37
ORD-1622,2022-06-21,2022-06-23,Standard Class,Consumer,Miami,South,Furniture,Chairs,3096.05,8,0.1,188.52
ORD-1623,2022-03-11,2022-03-17,Standard Class,Consumer,Atlanta,South,Furniture,Bookcases,1929.81,5,0.3,-56.29
ORD-1624,2023-08-23,2023-08-26,Standard Class,Corporate,Boston,East,Furniture,Bookcases,4983.76,1,0.4,-683.42
ORD-1625,2021-09-28,2021-10-03,Same Day,Corporate,Miami,South,Technology,Copiers,224.8,9,0.1,6.31
ORD-1626,2023-12-23,2023-12-27,Same Day,Corporate,Miami,South,Furniture,Chairs,726.14,3,0.0,104.55
ORD-1627,2022-06-25,2022-06-30,Second Class,Home Office,Minneapolis,North,Technology,Accessories,1578.79,8,0.1,70.51
ORD-1628,2021-04-22,2021-04-24,Same Day,Consumer,Dallas,South,Furniture,Tables,932.04,8,0.3,-160.25
ORD-1629,2023-09-21,2023-09-25,Second Class,Corporate,Miami,South,Furniture,Furnishings,2475.08,2,0.1,-31.94
ORD-1630,2021-01-09,2021-01-14,Second Class,Corporate,San Francisco,West,Furniture,Bookcases,3838.9,2,0.1,287.63
ORD-1631,2021-09-07,2021-09-11,Standard Class,Consumer,Philadelphia,East,Technology,Phones,1880.32,3,0.0,566.15
ORD-1632,2022-07-06,2022-07-11,Same Day,Corporate,Atlanta,South,Office Supplies,Envelopes,3296.87,10,0.2,464.63
ORD-1633,2022-10-24,2022-10-31,Same Day,Consumer,Seattle,West,Furniture,Chairs,296.56,10,0.0,63.51
ORD-1634,2023-03-28,2023-03-29,First Class,Home Office,Dallas,South,Technology,Computers,122.15,7,0.1,-0.14
ORD-1635,2023-06-05,2023-06-11,Second Class,Corporate,Denver,West,Furniture,Bookcases,4035.64,10,0.2,488.8
ORD-1636,2023-07-02,2023-07-06,Same Day,Corporate,Newark,East,Technology,Computers,2392.67,2,0.4,-406.51
ORD-1637,2021-03-24,2021-03-29,Same Day,Home Office,Los Angeles,West,Technology,Copiers,1721.89,3,0.3,-81.05
ORD-1638,2021-06-12,2021-06-19,Second Class,Home Office,Newark,East,Technology,Copiers,2398.5,5,0.1,588.25
ORD-1639,2021-04-03,2021-04-08,First Class,Corporate,Houston,South,Technology,Phones,556.01,8,0.3,-70.11
ORD-1640,2021-08-22,2021-08-28,Standard Class,Consumer,Chicago,North,Office Supplies,Paper,3314.66,7,0.1,616.04
ORD-1641,2023-07-21,2023-07-28,Second Class,Consumer,Miami,South,Office Supplies,Storage,3357.89,6,0.4,-361.48
ORD-1642,2023-06-08,2023-06-13,Same Day,Corporate,Los Angeles,West,Furniture,Bookcases,109.22,3,0.3,-23.48
ORD-1643,2023-01-09,2023-01-15,Second Class,Consumer,Miami,South,Office Supplies,Envelopes,3375.54,2,0.3,-29.06
ORD-1644,2022-01-21,2022-01-28,Same Day,Home Office,New York,East,Furniture,Chairs,153.54,4,0.3,-8.51
ORD-1645,2021-10-31,2021-11-04,Same Day,Corporate,Denver,West,Furniture,Bookcases,2120.96,3,0.0,211.74
ORD-1646,2022-02-17,2022-02-20,Standard Class,Home Office,Dallas,South,Furniture,Furnishings,2855.76,1,0.3,-670.31
ORD-1647,2021-03-17,2021-03-21,Same Day,Consumer,Miami,South,Technology,Copiers,2010.41,10,0.4,-347.17
ORD-1648,2022-10-09,2022-10-14,Same Day,Home Office,Newark,East,Office Supplies,Paper,336.28,2,0.3,5.63
ORD-1649,2021-11-27,2021-11-30,Second Class,Home Office,Chicago,North,Technology,Copiers,3636.52,4,0.3,-534.01
ORD-1650,2022-08-24,2022-08-30,Same Day,Consumer,Detroit,North,Office Supplies,Envelopes,3562.7,6,0.3,-0.27
ORD-1651,2021-09-22,2021-09-24,Same Day,Corporate,Denver,West,Technology,Phones,1013.43,7,0.4,-205.06
ORD-1652,2023-01-05,2023-01-08,Standard Class,Consumer,Los Angeles,West,Furniture,Chairs,1798.08,9,0.1,4.34
ORD-1653,2021-09-05,2021-09-10,Standard Class,Home Office,Detroit,North,Technology,Phones,1136.0,6,0.2,168.24
ORD-1654,2023-06-16,2023-06-23,Standard Class,Home Office,Chicago,North,Furniture,Chairs,2296.54,10,0.0,786.33
